loan_amnt,int_rate,annual_inc,dti,revol_util,total_acc,open_acc,inq_last_6mths,actual,risk_score
11000,7.84,66000.0,28.58,22.6,21,12,0,0,0.3432149362331628
10000,8.46,80000.0,19.61,49.2,45,27,3,0,0.21722256833625073
3600,12.98,80000.0,13.71,45.0,12,7,3,0,0.8057125910671541
15000,17.97,40000.0,12.0,12.4,21,10,3,0,0.7514487722387981
10000,8.81,60000.0,22.02,56.1,21,13,0,0,0.2766352559829517
35000,20.89,54000.0,28.11,39.8,15,7,0,0,0.4336849703566069
22500,11.06,90000.0,15.32,49.0,26,7,0,0,0.5691539877081488
15000,7.02,80000.0,9.14,71.8,12,7,0,0,0.4383435811891986
40000,10.72,22000.0,67.05,21.6,16,13,0,0,0.10817731442308949
10000,15.02,150000.0,5.36,5.2,6,4,0,0,0.7937327825856787
30000,18.94,150000.0,24.34,36.1,35,13,0,0,0.5016456310823271
18000,10.72,90000.0,4.05,32.6,18,8,0,0,0.5483561179374773
26000,6.67,70000.0,31.06,74.4,37,16,0,0,0.17514840766443263
12000,6.67,108000.0,2.77,15.9,21,13,1,0,0.5153541480089598
20000,8.81,56000.0,20.06,18.8,25,18,0,0,0.16481179206133584
22250,8.19,97871.0,36.66,66.9,39,13,0,0,0.32935648339387313
25000,13.56,50000.0,25.4,61.3,19,9,0,0,0.34283195602876315
20000,7.84,50000.0,2.28,21.3,54,7,3,0,0.9015263718444984
14000,10.72,80000.0,27.53,63.5,28,8,1,0,0.6040630224938618
30000,23.4,98000.0,26.84,68.4,26,17,2,0,0.3573250678687711
15000,6.46,75000.0,23.86,29.4,36,18,0,0,0.21819855058848509
13000,11.8,35000.0,29.63,29.8,36,9,0,0,0.5264564121528355
4800,17.97,45000.0,36.67,17.9,35,15,1,0,0.47437711065700705
40000,10.33,113500.0,35.61,16.2,17,10,1,0,0.420646476740032
20000,8.19,79000.0,19.93,55.9,18,12,0,0,0.27496026062756895
7500,12.98,120000.0,12.85,15.9,46,16,0,0,0.5432749905759775
35000,11.8,126000.0,21.22,45.2,39,18,0,0,0.2306691727446249
1500,11.06,28000.0,7.42,9.1,11,6,0,0,0.6040122556960802
22000,13.56,60000.0,29.27,79.2,12,8,0,0,0.32631577041587645
20000,11.55,100000.0,13.18,67.0,45,5,2,0,0.8715309432157909
21000,17.97,38000.0,16.27,18.7,9,5,1,0,0.6508532462887646
12000,15.02,130000.0,22.25,27.5,62,20,2,0,0.6392357529236001
10000,7.02,78000.0,12.77,72.5,9,6,0,0,0.4700199324089034
10000,16.91,35000.0,17.63,37.7,16,12,0,0,0.3393818421801143
6000,11.06,105000.0,7.61,22.0,27,5,1,0,0.8452744102392143
3000,13.56,66000.0,7.29,10.0,33,3,1,0,0.8989517008822204
30000,16.91,204000.0,12.25,73.6,17,11,0,0,0.48805158406775545
15000,17.97,35000.0,35.12,57.2,18,12,1,0,0.35027480936700367
7500,8.46,45660.0,20.66,53.3,17,11,0,0,0.31843829661592943
40000,10.72,300000.0,19.11,53.4,23,14,0,0,0.4707201654942981
19000,17.97,26000.0,12.1,33.7,14,11,1,0,0.42270341726318
10800,20.89,20000.0,22.69,48.7,16,4,0,0,0.6314167264373968
20000,11.31,61000.0,27.58,43.6,30,20,0,0,0.12512409100394428
16000,16.91,65000.0,17.89,29.6,20,12,1,0,0.4825285253423348
33000,18.94,230000.0,17.7,69.3,50,20,0,0,0.3893772027267239
10000,11.55,110000.0,11.86,54.1,18,9,0,0,0.5290611842133437
24000,16.14,130000.0,31.69,9.7,29,24,2,0,0.22987950962906128
40000,7.02,120000.0,5.96,2.7,8,6,0,0,0.5090468621863371
13000,6.46,50000.0,36.08,57.1,12,11,0,0,0.22537424059079647
2400,17.97,75000.0,18.4,97.8,15,7,0,0,0.5350021283519926
40000,18.94,42000.0,0.71,4.8,20,5,0,0,0.6182735826017548
3000,16.14,120000.0,23.21,63.9,44,27,1,0,0.17385026564091471
5000,13.56,90000.0,14.72,51.3,18,5,1,0,0.7645633028900523
35000,15.02,235000.0,8.0,29.2,55,24,2,0,0.5036017653259508
25000,13.56,90000.0,24.97,63.7,35,12,1,0,0.47856676029799455
22575,16.91,90000.0,30.32,79.8,24,13,0,0,0.28049034116802674
7500,8.19,51000.0,29.95,39.8,59,23,1,0,0.24211734634138637
10000,7.02,113000.0,12.03,50.7,31,18,0,0,0.2509952187662443
10000,16.14,55000.0,7.31,22.8,12,10,1,0,0.5552398135777944
13000,11.8,52000.0,11.26,53.9,24,6,0,0,0.5939868288194466
17950,17.97,50000.0,66.1,39.1,48,23,0,0,0.10938026617777215
8000,12.98,76000.0,35.32,57.2,18,8,0,0,0.47551731602977554
30000,17.97,46000.0,28.28,39.9,18,15,0,0,0.1773334697373749
10000,7.56,45000.0,2.13,16.9,9,5,0,0,0.5860722168708989
35000,8.46,103000.0,14.17,28.0,33,20,1,0,0.19944526581159858
40000,10.08,140000.0,10.96,8.7,32,13,0,0,0.4249993920879351
22325,15.02,120000.0,25.88,88.6,22,10,0,0,0.4027338385084532
13000,7.02,40000.0,39.75,13.7,17,10,0,0,0.3292269999615679
11100,25.34,130000.0,27.69,35.0,28,16,4,0,0.7753176584518701
21000,10.33,52700.0,32.84,44.7,21,10,0,0,0.32679995585140637
19700,13.56,30000.0,1.28,0.5,2,2,0,0,0.6592635869660616
14000,14.47,36000.0,28.1,58.8,12,5,0,0,0.49143896841079265
16500,14.47,33280.0,69.74,53.0,31,16,0,0,0.1484785108068472
10000,10.72,43000.0,22.58,39.7,11,8,0,0,0.4104138287753533
25000,7.56,72000.0,32.1,57.3,23,10,1,0,0.39502589359265583
10400,10.72,66500.0,9.44,11.0,14,13,0,0,0.346640525068185
18000,16.14,88000.0,4.77,57.4,15,13,0,0,0.3252231843500539
32000,14.47,84000.0,25.2,79.2,23,8,0,0,0.400977027507377
3500,16.91,60000.0,7.52,14.4,13,7,3,0,0.849007597052722
3100,7.56,78120.0,18.19,24.5,9,8,0,0,0.49616982784083485
10275,10.33,72000.0,44.17,49.4,30,18,0,0,0.1696925114994538
5000,12.98,46000.0,22.33,21.8,30,9,3,0,0.8089015511958417
3500,10.47,97000.0,24.34,38.9,12,6,0,0,0.6073504450945537
5000,8.19,36000.0,13.5,13.9,5,5,0,0,0.551687633244378
7225,8.81,18000.0,32.4,13.3,20,10,0,0,0.3756585854059197
10000,8.19,49000.0,15.85,38.9,8,4,0,0,0.5594059373731324
24000,10.33,80000.0,18.21,65.6,16,7,2,0,0.6170395110544971
2000,11.8,54000.0,18.82,30.8,20,8,2,0,0.730830591016049
7000,11.31,54000.0,11.18,14.2,50,17,0,0,0.42753250500804507
5000,27.27,51000.0,17.11,29.3,16,10,0,0,0.5625583353583435
20000,17.97,42533.0,19.55,62.5,17,15,0,0,0.19077658793973784
20000,16.91,80000.0,30.3,35.6,30,19,0,0,0.18826780694315015
6025,16.14,92000.0,9.22,11.3,47,12,2,0,0.8357316291277991
8000,17.97,30000.0,22.6,48.4,21,12,0,0,0.3536997224230166
35000,23.4,265000.0,10.77,61.0,23,15,5,0,0.8690193236910365
10000,6.46,85000.0,13.31,15.5,20,15,1,0,0.3765448670933125
12000,11.8,92000.0,7.89,27.3,37,17,2,0,0.5413981016474039
20000,12.73,98000.0,13.78,58.1,10,9,0,0,0.40145141435916337
10000,13.56,70000.0,8.43,42.3,15,10,2,0,0.6324898811506128
20000,16.14,155000.0,23.73,46.3,40,21,1,0,0.3297342479426255
20000,18.94,53000.0,10.28,87.0,7,7,1,0,0.4934083512097031
28000,19.92,58000.0,17.42,74.8,8,7,0,0,0.3869946881405139
10000,6.11,125000.0,11.42,27.6,26,6,0,0,0.71944486487759
14400,7.84,35000.0,5.18,16.2,12,6,0,0,0.5251559991892285
15000,10.33,90000.0,11.87,25.1,37,11,1,0,0.6535992112980868
35000,10.08,110000.0,25.02,7.3,28,11,0,0,0.42555432806544524
32000,16.91,150000.0,9.78,38.9,35,14,1,0,0.5586013968204927
14500,10.72,75000.0,10.45,85.1,12,6,0,0,0.477174614481269
20000,12.98,80000.0,23.44,36.0,28,14,0,0,0.319677128167148
19000,14.47,125000.0,30.8,90.5,51,25,0,0,0.11807267204971052
20000,8.81,65000.0,28.21,4.7,20,11,0,0,0.36638862631134755
6000,10.47,30000.0,10.2,29.9,33,13,3,0,0.6774305298153553
10000,8.81,52000.0,25.99,29.4,13,8,0,0,0.4317269723229889
5500,6.11,110000.0,4.47,93.4,6,4,0,0,0.5798009553411969
22000,6.11,115000.0,19.28,64.8,20,12,0,0,0.2984521884745496
16000,10.47,52000.0,34.62,52.6,46,18,0,0,0.21542982927633658
10000,11.06,25000.0,10.85,45.7,7,5,0,0,0.4986784363501734
10000,16.14,30000.0,19.68,19.6,25,17,0,0,0.2347179156935948
12000,12.98,50000.0,29.72,51.2,18,9,1,0,0.491360996668192
4000,6.11,72000.0,18.03,13.7,54,26,1,0,0.2070040576779304
25000,13.56,100000.0,15.3,17.0,22,12,0,0,0.413678635570536
2400,25.34,53000.0,21.58,86.6,11,9,1,0,0.5526956216498939
6000,11.8,15600.0,30.85,55.6,15,7,0,0,0.4190341384855082
15000,18.94,40000.0,7.59,25.3,14,10,0,0,0.4459407516699765
12000,8.19,45000.0,28.77,55.9,19,10,0,0,0.3220189306065106
5000,15.02,112000.0,17.33,25.6,31,9,0,0,0.7006805505483585
35000,11.55,190000.0,16.47,58.7,19,16,1,0,0.3233045981842982
12000,6.67,120000.0,19.68,35.7,22,11,0,0,0.4538274270907584
40000,6.46,75000.0,23.82,19.4,15,12,0,0,0.20838680169329568
28000,14.47,95000.0,8.29,22.0,47,29,3,0,0.20715704860324363
16000,27.27,40000.0,23.13,27.7,12,9,1,0,0.5815944484235738
35000,14.47,175000.0,13.15,56.6,32,8,2,0,0.7963104427367055
12000,7.21,70000.0,1.03,5.0,14,3,0,0,0.7331495706010681
2000,19.92,73000.0,9.53,24.5,27,11,0,0,0.6162513365004512
20000,6.67,125000.0,11.42,15.2,32,16,0,0,0.34719130366773526
2400,8.19,47700.0,19.95,1.6,7,5,0,0,0.6006114090348118
5000,8.46,85000.0,35.06,22.0,39,19,0,0,0.25201185731007086
20000,16.14,92000.0,34.07,67.0,32,13,1,0,0.43698130993709805
30000,10.33,102000.0,19.59,61.9,31,8,0,0,0.5053218046116875
7975,24.37,24000.0,32.55,31.8,18,14,0,0,0.30205715574244957
20000,13.56,50000.0,9.1,60.6,13,6,0,0,0.48567928000822297
20250,18.94,125000.0,26.67,54.5,16,10,0,0,0.46426101695799005
3000,19.92,55000.0,20.53,49.0,18,10,1,0,0.584997257424932
2200,25.34,36000.0,12.77,32.6,18,5,0,0,0.7418600288604077
20000,6.11,130000.0,5.58,56.1,11,7,0,0,0.5098696000368951
14000,8.19,45000.0,8.05,23.2,16,8,0,0,0.47245528701809664
15000,22.35,34000.0,19.03,36.1,10,5,1,0,0.6773438874489695
3300,7.21,31000.0,9.95,14.4,11,7,1,0,0.605047883906159
35000,15.02,156000.0,9.99,97.4,18,7,0,0,0.5107310689815789
15000,10.33,57000.0,16.88,29.0,17,15,0,0,0.2245614663677287
10000,6.46,200000.0,4.43,60.0,14,8,0,0,0.6429043624499231
10000,10.72,55000.0,17.02,15.1,21,10,0,0,0.4729185250750176
2700,17.97,75000.0,14.34,16.4,17,7,1,0,0.7610939786795697
10000,22.35,60000.0,28.24,71.0,20,12,5,0,0.7838883934650084
16000,7.84,140000.0,12.39,5.9,12,6,0,0,0.669076641663335
9500,8.81,80000.0,21.42,15.2,44,13,1,0,0.6181353887926196
6000,12.73,45000.0,17.92,46.4,13,10,0,0,0.38355012844492586
10000,11.8,50000.0,15.48,39.0,28,20,1,0,0.21018346993901174
15000,15.02,22000.0,14.68,48.3,13,8,0,0,0.40631814549485806
35000,19.92,115000.0,13.62,61.7,42,20,0,0,0.215144398263065
12000,16.91,85000.0,25.39,36.5,14,6,0,0,0.6116868870392052
40000,12.98,142000.0,16.43,96.0,16,15,0,0,0.16322984212543867
5000,8.46,17000.0,13.56,20.0,6,5,0,0,0.5216474156553962
23000,6.67,55000.0,24.98,35.4,20,5,0,0,0.5173994932349661
8000,6.46,103000.0,10.89,78.6,32,9,0,0,0.5487025605350644
12000,15.02,45000.0,13.01,69.0,16,7,0,0,0.48680516967950294
10000,11.31,67000.0,15.92,37.3,28,13,0,0,0.3892646754846734
6500,18.94,45000.0,14.0,64.1,8,7,1,0,0.5865812890645319
10000,8.81,36000.0,26.17,80.3,10,7,0,0,0.3445319198685509
16500,8.19,75000.0,14.8,17.1,26,13,0,0,0.3678833508337426
35000,16.14,32959.0,62.64,26.5,28,11,0,0,0.2519500704040765
16000,11.8,35000.0,11.73,37.9,13,7,0,0,0.4607545273466427
35000,6.11,120000.0,10.49,17.7,71,32,3,0,0.1979459149719003
13000,11.06,30000.0,19.32,66.3,15,7,0,0,0.41020014443485253
17500,8.19,300000.0,10.55,26.8,26,13,0,0,0.6863298337508267
6025,8.19,50000.0,4.66,68.3,9,5,0,0,0.5256947022731371
17000,11.55,105000.0,28.74,9.9,24,17,0,0,0.2557917736371725
15000,20.89,78000.0,26.07,72.7,28,19,0,0,0.18048613393626656
14000,10.08,32000.0,12.08,59.7,19,11,0,0,0.3043399521852626
30000,27.27,65000.0,20.7,42.2,33,17,1,0,0.35535472990826394
5000,16.14,32000.0,13.28,62.9,4,4,1,0,0.647288298442818
16000,16.14,85000.0,14.16,27.5,28,13,0,0,0.4434494546465669
7000,15.02,55000.0,4.69,49.3,12,4,1,0,0.7461258334213542
10000,17.97,84000.0,26.91,36.2,24,14,2,0,0.5553458841741691
14000,16.14,45732.0,27.39,47.5,38,23,1,0,0.15698192766576685
5000,7.56,112000.0,7.88,16.4,23,9,1,0,0.7142296283769598
14000,11.31,60000.0,22.74,54.0,26,15,1,0,0.3158450154837274
15000,8.81,50000.0,12.05,47.4,8,6,0,0,0.45356055058827044
28000,7.02,190000.0,12.27,38.7,31,16,0,0,0.3572886050668327
7000,6.46,80000.0,7.11,68.4,7,4,0,0,0.5725942234792633
8000,14.47,151200.0,15.13,16.4,41,18,1,0,0.5679068138160992
6000,10.08,51000.0,10.59,8.3,10,7,0,0,0.5546843951444015
15000,10.72,55000.0,21.23,79.6,14,10,0,0,0.2903147284799085
20000,8.81,70000.0,14.5,97.8,13,5,1,0,0.5349961999645548
35000,19.92,143000.0,12.07,56.6,19,12,0,0,0.3975447552511638
5000,8.46,30000.0,14.72,27.9,19,13,1,0,0.38410317426440654
8000,16.14,32000.0,10.77,63.3,10,4,0,0,0.591127408017439
5000,7.21,55000.0,11.7,28.8,7,7,0,0,0.48431255424658753
40000,12.73,115200.0,6.76,50.4,11,6,1,0,0.5765807895088031
27000,18.94,60000.0,33.64,78.0,20,12,0,0,0.24556611443168622
40000,11.55,160000.0,16.53,98.5,52,27,0,0,0.07364727521099124
25000,12.98,165000.0,5.98,76.8,10,6,1,0,0.674073723483421
10000,10.33,61000.0,15.54,30.1,20,14,2,0,0.47103038499425504
10000,12.98,36000.0,9.63,86.6,9,3,0,0,0.5597298667158853
12000,14.47,90000.0,17.13,65.1,22,11,1,0,0.5183536746695037
14400,13.56,101000.0,5.63,13.6,16,8,0,0,0.6180839020382743
26700,17.97,130000.0,30.76,43.9,24,10,0,0,0.49577257286710547
1000,17.97,18500.0,19.47,40.7,14,10,2,0,0.6046312920280628
10000,16.14,36000.0,39.73,35.0,21,9,0,0,0.4368089011645281
10000,7.02,45000.0,9.57,26.8,17,8,1,0,0.5729454399451684
10000,14.47,28700.0,12.38,46.6,13,13,1,0,0.33886406270112335
8000,12.98,17000.0,22.53,38.0,22,6,0,0,0.5610883115974247
32000,6.46,75000.0,35.58,70.3,21,13,1,0,0.2210216934444234
12000,17.97,60000.0,4.03,13.7,9,5,0,0,0.6745559547244178
20000,19.92,84000.0,35.73,40.3,47,20,1,0,0.3233147179350173
10000,11.8,50000.0,25.56,23.1,31,19,3,0,0.41905396438857395
25000,11.8,82000.0,28.6,30.3,27,14,0,0,0.2840139997974591
19500,15.02,40000.0,26.58,59.5,11,4,0,0,0.5101410328677227
40000,11.31,128000.0,14.15,87.8,14,5,0,0,0.47273131118399314
7500,11.8,98000.0,5.28,5.0,11,6,0,0,0.6894524240093901
3500,8.81,34000.0,7.59,40.6,7,6,0,0,0.5039289838666262
10000,11.8,25320.0,11.37,29.1,13,9,0,0,0.41161714680441774
12125,23.4,55000.0,30.24,60.5,24,6,0,0,0.6331815623780654
17000,8.81,78000.0,21.65,7.6,22,13,1,0,0.43498108490481646
1500,16.91,47338.0,37.47,23.8,17,8,0,0,0.5407351448320412
15000,11.31,40000.0,14.37,49.7,15,7,3,0,0.7188714751215142
30000,20.89,46000.0,1.62,13.0,10,4,2,0,0.790555408435677
12000,11.8,44000.0,15.14,25.4,16,15,1,0,0.30442517527391505
28000,7.02,73000.0,25.45,50.8,18,13,0,0,0.19903954525430384
5000,10.33,114000.0,13.42,24.6,47,21,0,0,0.3203103128071951
8000,10.33,55000.0,36.4,16.3,52,28,1,0,0.12090942288510621
10000,14.47,70000.0,15.22,60.0,14,8,3,0,0.7411895999524927
20000,8.19,83000.0,25.71,27.2,41,16,0,0,0.3081500144736546
5000,16.91,30000.0,21.36,11.8,9,4,0,0,0.659047167205335
3900,11.31,52000.0,7.11,13.4,6,5,0,0,0.6276533234028767
10000,11.8,85000.0,21.71,88.3,32,14,1,0,0.39835435074003384
5000,6.11,41000.0,17.97,29.0,13,9,0,0,0.4002221693679681
33325,12.73,63000.0,21.71,31.8,46,21,0,0,0.15056361401453805
2000,15.02,120000.0,17.36,87.9,19,7,1,0,0.7091982711256709
15000,14.47,75000.0,24.69,32.7,22,10,1,0,0.5572080291454896
20000,11.8,37500.0,14.98,13.4,16,6,0,0,0.539887845947034
40000,11.55,0.0,,40.1,12,8,0,0,0.24193888176946235
16500,8.81,50000.0,13.06,19.9,30,11,1,0,0.5342133360274491
20000,11.8,100000.0,18.28,59.0,21,17,0,0,0.18730655552588407
12000,13.56,82000.0,15.95,16.2,25,10,1,0,0.6437683399058629
27000,15.02,46000.0,38.3,41.1,32,19,2,0,0.2328658236382747
10000,16.91,148000.0,20.18,64.4,23,11,1,0,0.6333685582605594
10000,15.02,65000.0,12.61,6.4,43,16,3,0,0.7200974175929371
34000,6.46,166000.0,16.02,20.4,19,15,0,0,0.2759828175168916
14000,12.98,80000.0,21.03,59.2,17,12,0,0,0.3205378253496477
16275,17.97,74000.0,37.22,75.2,26,14,0,0,0.2646843205980198
9000,10.33,105000.0,19.2,48.2,53,17,0,0,0.4300483360402099
35000,18.94,134176.0,33.11,89.0,36,17,1,0,0.289050917252171
18000,8.19,150000.0,11.86,21.3,37,19,0,0,0.3129518845301892
10000,19.92,62000.0,21.89,55.9,25,11,0,0,0.4615994279186255
15000,18.94,35000.0,25.96,48.1,31,12,2,0,0.5763843111850038
20000,8.19,104000.0,11.64,18.7,30,19,0,0,0.21643641687757434
10000,6.46,128600.0,17.88,22.2,23,10,0,0,0.5509622753327575
20000,8.19,70000.0,20.66,41.9,28,13,0,0,0.3067602678590506
12000,7.02,50000.0,17.71,7.3,22,13,0,0,0.3287009107996539
8000,7.56,36000.0,38.63,61.7,32,8,2,0,0.637155025966459
25000,22.35,40000.0,14.43,6.8,21,13,0,0,0.36574153273376847
12000,26.31,50000.0,25.68,1.8,67,27,3,0,0.4866839764825217
10000,14.47,26412.0,36.17,38.8,22,14,0,0,0.24101445094630192
13500,7.84,43000.0,17.81,45.4,23,11,0,0,0.33931430867918316
32000,12.98,29000.0,90.6,73.7,26,17,1,0,0.08119458877909193
2500,11.06,42000.0,38.23,9.3,21,14,1,0,0.38153047556412917
6000,13.56,55000.0,10.06,24.9,7,6,0,0,0.5803550456308447
5000,23.4,45000.0,27.26,39.1,42,14,0,0,0.5019285287541608
26400,6.46,100000.0,17.27,41.7,17,10,0,0,0.3533459074255643
30000,15.02,54000.0,0.78,0.9,23,5,1,0,0.7537642432385705
25000,15.02,88000.0,21.79,18.4,36,22,1,0,0.21037950673690736
6000,8.19,62000.0,18.8,19.0,19,13,0,0,0.3413453293876416
40000,11.8,100000.0,19.09,86.2,17,7,0,0,0.36687133449493375
6000,16.14,100500.0,14.24,48.6,9,7,1,0,0.6772869040805899
10000,8.81,86000.0,6.24,14.1,36,16,0,0,0.39606232351351844
9000,23.4,155000.0,7.01,86.2,15,8,1,0,0.7432281651188304
22000,14.47,240000.0,9.16,29.1,27,7,2,0,0.9068463025930295
5000,16.91,75000.0,14.13,11.9,23,6,1,0,0.8093572078371509
5500,10.47,76000.0,11.01,40.5,8,7,0,0,0.5282060738995666
1200,10.33,102000.0,14.84,51.7,21,9,0,0,0.5700004178035408
12000,12.98,61000.0,8.11,16.3,7,5,0,0,0.6134131944463409
25000,10.08,75000.0,21.89,37.7,8,4,0,0,0.523854933313666
10000,10.33,24000.0,2.3,12.5,4,2,0,0,0.6649955721632613
35000,10.72,140000.0,25.77,94.6,15,9,0,0,0.32219895888965366
30000,19.92,96000.0,16.58,43.4,12,8,0,0,0.4757545993262935
16500,7.56,80000.0,4.08,45.8,11,5,0,0,0.5663035693793027
20000,7.56,67500.0,9.19,23.7,12,6,0,0,0.5206691622342895
5000,16.14,50000.0,25.66,48.4,17,12,0,0,0.349315645530292
25000,14.47,100000.0,14.94,43.7,26,12,2,0,0.5879867984099173
5000,19.92,68500.0,31.36,85.5,16,8,1,0,0.5736594981013364
29650,14.47,225000.0,24.24,6.0,29,13,0,0,0.5901933692604735
2250,6.46,85000.0,14.99,80.4,8,7,1,0,0.541272298241349
6000,7.21,112000.0,3.48,40.9,14,9,0,0,0.5336307238761915
10000,18.94,48000.0,18.7,50.0,24,11,2,0,0.6259205716594004
5000,8.81,55000.0,18.7,16.0,35,13,0,0,0.45447863538078426
1450,17.97,49000.0,25.18,85.0,12,6,2,0,0.6984741896556458
7200,17.97,23000.0,15.97,27.0,11,8,1,0,0.5808168138083146
30000,18.94,100000.0,6.83,47.7,40,5,1,0,0.8355360572989461
10000,18.94,90000.0,20.17,18.8,44,19,2,0,0.5561207787736095
13500,14.47,134000.0,22.94,47.6,31,25,0,0,0.11505439597194848
6000,16.14,115000.0,17.13,88.4,16,12,0,0,0.3862470281786666
18000,11.55,225000.0,7.3,88.0,18,8,2,0,0.7974456925033476
20575,10.72,440000.0,20.26,89.0,37,16,0,0,0.7208914733637655
35000,19.92,235000.0,10.06,14.3,52,20,3,0,0.7669647167918247
30000,8.81,100000.0,21.86,53.4,18,11,0,0,0.2960614286705401
30000,13.56,93600.0,24.49,39.3,18,10,1,0,0.46232457023182605
3175,24.37,13000.0,22.99,72.0,10,6,1,0,0.61565792344049
3200,23.4,80000.0,0.0,0.0,4,3,1,0,0.8690952929622615
27000,8.19,62000.0,22.9,34.6,29,14,0,0,0.246731364327833
10000,27.27,40000.0,20.13,43.8,8,5,0,0,0.6329656503982514
14000,16.91,195000.0,20.14,69.3,47,23,1,0,0.3616140223842648
28000,7.84,75000.0,7.2,5.7,16,11,2,0,0.5374317062246379
5000,7.84,94992.0,1.77,7.0,7,7,1,0,0.6942003651991335
15000,17.97,60944.0,7.15,98.5,16,4,1,0,0.6890467006946166
6000,13.56,52000.0,13.25,6.7,30,9,3,0,0.8418348781662367
5000,11.31,30000.0,17.44,75.1,13,8,0,0,0.3886262395152037
15000,11.55,70000.0,22.36,44.5,16,9,0,0,0.4189921532586851
3600,11.8,45000.0,27.17,68.5,18,10,0,0,0.3643560537260272
14700,13.56,104000.0,20.41,63.5,63,15,2,0,0.717858184090223
5000,24.37,65000.0,16.82,84.7,12,6,0,0,0.6015583346883707
10000,20.89,48000.0,27.2,71.0,14,10,0,0,0.37415830646461323
16000,22.35,30000.0,1.52,11.4,4,3,0,0,0.6961843039037494
13000,12.98,150000.0,14.04,30.8,25,16,1,0,0.47536461816276054
5500,18.94,37277.0,22.23,8.5,28,9,0,0,0.6204530494459426
18000,15.02,65000.0,22.08,74.1,27,9,0,0,0.4512187695570063
35000,10.33,145000.0,32.91,73.5,36,15,0,0,0.26117039208006326
27000,10.33,48000.0,28.55,78.3,12,7,0,0,0.30470994079722136
8000,8.19,45000.0,24.03,10.3,10,9,1,0,0.49382402430753086
15000,15.02,25000.0,16.27,0.0,21,6,0,0,0.6246028747381531
11000,8.19,60000.0,15.96,50.0,25,19,1,0,0.19801078888122772
35000,15.02,250000.0,7.92,33.1,41,15,0,0,0.6028188985836369
10000,10.72,44000.0,37.04,70.9,13,8,0,0,0.3411063961905031
20000,8.81,64250.0,27.57,38.5,31,17,0,0,0.19028806999175238
10000,10.08,56000.0,5.92,50.0,15,10,2,0,0.5795017871354444
30000,17.97,100000.0,11.14,92.1,11,3,0,0,0.5938219262545845
14400,16.14,52000.0,36.44,24.4,28,18,0,0,0.19480865759865024
40000,15.02,93000.0,28.88,30.3,18,7,1,0,0.5486976652641942
8500,17.97,29000.0,25.41,92.3,5,2,0,0,0.5591408501529306
22000,8.19,67500.0,19.89,53.7,10,6,0,0,0.42348690311688175
27300,13.56,75759.0,29.83,59.9,33,21,1,0,0.14473558889995944
10000,8.46,54000.0,20.07,45.0,18,9,2,0,0.5983037467917872
5000,10.72,100000.0,5.41,11.2,23,12,2,0,0.7070746914697282
12000,14.47,38000.0,23.32,39.9,14,8,0,0,0.4405588392874928
7000,18.94,40000.0,28.57,33.4,13,8,0,0,0.49498799331984755
32000,15.02,195000.0,10.46,44.8,23,10,0,0,0.5858016368493588
40000,8.19,115000.0,19.8,56.6,19,9,0,0,0.3442598739463117
15000,10.72,57000.0,4.84,28.7,14,6,0,0,0.5714932190993034
30000,11.8,68400.0,23.9,69.4,20,14,0,0,0.17810238629527536
10000,11.8,32000.0,6.71,27.3,15,5,0,0,0.6120619569343663
10000,15.02,40000.0,21.66,51.2,14,12,2,0,0.4639451910036107
24000,16.14,76398.0,27.66,13.7,32,21,1,0,0.2117753486649784
16000,11.8,56000.0,24.28,45.9,24,17,0,0,0.17674517521809985
18200,20.89,44000.0,25.42,65.5,15,5,0,0,0.5491524016781599
3500,13.56,75000.0,35.65,46.9,29,10,0,0,0.514702508045404
20000,23.4,58372.0,24.61,18.0,28,13,1,0,0.5218541251112063
30000,12.73,70000.0,10.23,43.4,28,21,0,0,0.1095479765072241
20000,10.72,65000.0,24.39,44.9,17,16,0,0,0.16388275577630138
20000,11.31,150000.0,22.09,75.9,43,20,0,0,0.23171000726547367
30000,10.33,210000.0,8.06,5.0,20,5,0,0,0.7961351053036403
22000,8.19,95000.0,12.96,15.8,22,16,0,0,0.24760224322486293
15000,16.14,61000.0,25.16,48.8,26,12,0,0,0.3770665444354365
2500,8.19,40000.0,5.55,44.8,11,5,0,0,0.5800764248711155
8500,8.19,63000.0,30.46,27.5,29,14,0,0,0.31915798080890584
14000,15.02,105000.0,10.24,83.8,9,4,0,0,0.6202720218382496
20000,6.11,70000.0,15.81,36.9,24,11,1,0,0.4469032146843442
35000,15.02,90000.0,23.2,64.5,22,12,0,0,0.2742026438469232
10000,11.31,49000.0,15.53,47.7,10,8,0,0,0.4208752126549125
8000,6.46,98000.0,17.13,11.3,20,8,0,0,0.5949297636738835
5000,8.19,44000.0,12.25,47.7,14,6,0,0,0.5324443376272675
18000,19.92,120000.0,9.75,53.7,20,11,1,0,0.5986613299925885
10000,6.46,60000.0,21.81,10.1,29,14,0,0,0.34184986983840915
6000,6.46,54000.0,17.69,45.2,38,10,2,0,0.699657286667053
22000,11.55,206400.0,8.51,63.7,16,11,0,0,0.5097667613516225
14000,27.27,31000.0,8.94,80.2,7,5,0,0,0.5606200965421951
9000,10.33,75000.0,13.14,31.1,15,7,2,0,0.7336666782103324
10000,19.92,65000.0,32.99,83.5,17,7,0,0,0.49805696805136074
